date,open,high,low,close
2005-12-06,3031.98,3109.42,3016.66,3085.73
2005-12-07,3095.32,3103.92,3025.11,3050.71
2005-12-08,3054.8,3072.83,3031.88,3055.38
2005-12-09,3054.55,3063.06,2981.31,2993.04
2005-12-12,2994.11,3023.22,2986.94,3014.12
2005-12-13,3016.15,3035.58,2991.08,3026.22
2005-12-14,3029,3039.36,3005.42,3007.94
2005-12-15,3022.39,3030.66,2958.49,2971.14
2005-12-16,2975.3,3005.68,2954.27,2976.08
2005-12-19,3010.53,3018.53,2991.36,2992.37
2005-12-20,3000.67,3022.25,2968.54,2976.14
2005-12-21,2981.45,2992.31,2961.15,2990.42
2005-12-22,2986.34,3039.75,2980.76,3029.76
2005-12-23,3039.01,3129.99,3030.69,3113.1
2005-12-26,3112.03,3123.14,3057.35,3065.71
2005-12-27,3078.41,3085.07,2995.94,3009.57
2005-12-28,3000.26,3034.28,2958.02,3032.09
2005-12-29,3038.03,3060.63,2993.32,2993.76
2005-12-30,2997.92,3048.85,2966.54,3038.49
2006-01-02,3030.98,3075.25,3019.59,3072.3
2006-01-03,3073.74,3119.87,3052.87,3105.83
2006-01-04,3102.7,3119.58,3071.96,3082.62
2006-01-05,3091.84,3121.05,3002.81,3014.54
2006-01-06,3019.62,3073.98,2981.38,3052.64
2006-01-09,3056.32,3125.25,3053.95,3111.82
2006-01-10,3099.3,3109.85,3017.61,3055.84
2006-01-11,3067.45,3082.75,3052.96,3060.46
2006-01-12,3049.26,3132.75,3040.57,3119.04
2006-01-13,3126.86,3161.11,3108.42,3146.2
2006-01-16,3133.43,3190.92,3129.63,3162.97
2006-01-17,3182.05,3199.55,3159.52,3192.26
2006-01-18,3199.36,3221.57,3167.68,3178.94
2006-01-19,3190.2,3199.8,3142.58,3157.66
2006-01-20,3141.11,3260.87,3114.43,3236.46
2006-01-23,3224.19,3252.7,3191.06,3198.92
2006-01-24,3194.8,3243.72,3188.09,3241.97
2006-01-25,3223.71,3311.5,3217.7,3303.91
2006-01-26,3283.41,3309.05,3276.37,3288.81
2006-01-27,3285.49,3320.56,3234.99,3241.22
2006-01-30,3225.13,3260.56,3224.52,3249.58
2006-01-31,3230.65,3238.64,3197.76,3216.17
2006-02-01,3217.43,3305.72,3201.43,3266.57
2006-02-02,3266.87,3280.35,3209.57,3216.44
2006-02-03,3214.62,3252.22,3208.69,3230.95
2006-02-06,3227.47,3274.69,3222.8,3271.9
2006-02-07,3272.97,3273.7,3190.67,3204.2
2006-02-08,3230.31,3249.42,3215.61,3241.85
2006-02-09,3240.64,3293.72,3229.88,3278.15
2006-02-10,3264.27,3298.36,3205.34,3294.02
2006-02-13,3279.57,3281.72,3180.31,3197.66
2006-02-14,3200.58,3213.51,3166.21,3198.64
2006-02-15,3225.51,3340.76,3214.72,3335.09
2006-02-16,3331,3335.21,3284.92,3289.13
2006-02-17,3310.38,3342.51,3298.03,3324.94
2006-02-20,3354.38,3362.64,3168.03,3185.99
2006-02-21,3154.9,3233.06,3152.16,3203.06
2006-02-22,3196.6,3238.6,3195.86,3234.03
2006-02-23,3223.15,3235.35,3204.56,3214.55
2006-02-24,3223.82,3234.13,3196.18,3210.06
2006-02-27,3191.84,3215.55,3127.36,3146.94
2006-02-28,3149.02,3179.75,3110.04,3162.68
2006-03-01,3157.3,3235.4,3155.71,3229.95
2006-03-02,3234.27,3314.61,3219.45,3310.25
2006-03-03,3321.71,3321.72,3205.63,3219.6
2006-03-06,3237.82,3258.68,3234.37,3241.56
2006-03-07,3246.49,3261.33,3243.61,3254
2006-03-08,3252.08,3261.42,3233.39,3239.46
2006-03-09,3242.92,3307.27,3225.45,3288.17
2006-03-10,3270.98,3337.14,3257.04,3335.89
2006-03-13,3338.13,3390.4,3328.66,3388.56
2006-03-14,3391.01,3406.81,3333.94,3355.98
2006-03-15,3349.14,3370.31,3341.19,3364.86
2006-03-16,3377.11,3416.56,3376.08,3411.65
2006-03-17,3402.31,3425.77,3373.25,3414.02
2006-03-20,3405.98,3406.67,3369.95,3384.94
2006-03-21,3386.62,3447.05,3379.48,3439.49
2006-03-22,3436.31,3484.91,3429.9,3473.35
2006-03-23,3455.46,3557.28,3445.25,3549.65
2006-03-24,3551.19,3654.48,3551.17,3648.3
2006-03-27,3650.66,3696.76,3632.96,3692.81
2006-03-28,3689.79,3701.61,3663.84,3687.05
2006-03-29,3676.66,3686.52,3626.47,3640.39
2006-03-30,3632.89,3683.03,3630.75,3673.7
2006-03-31,3651.04,3654.85,3577.74,3614.67
2006-04-03,3622.96,3645.34,3606.96,3611.94
2006-04-04,3600.09,3610.46,3581.73,3600.66
2006-04-05,3584.16,3617.67,3528.93,3552.78
2006-04-06,3547.33,3702.8,3526.86,3690.94
2006-04-07,3697.86,3702.22,3606.28,3617.55
2006-04-10,3615.25,3631.9,3515.1,3521.83
2006-04-11,3536.69,3558.06,3474.74,3483.56
2006-04-12,3493.08,3569.13,3471.69,3541.66
2006-04-13,3536.32,3556.38,3403.29,3418.58
2006-04-14,3427.61,3442.18,3413.73,3425.37
2006-04-17,3413.48,3445.87,3378.9,3439.35
2006-04-18,3435.5,3491.66,3430.29,3477.95
2006-04-19,3475.64,3493.65,3460.96,3486.3
2006-04-20,3507.9,3508.35,3420.94,3442.53
2006-04-21,3454.07,3473.41,3407.27,3431.08
2006-04-24,3428.72,3442.73,3408.59,3426.18
2006-04-25,3417.51,3435.69,3396.32,3397.1
2006-04-26,3392.15,3492.1,3385.15,3481.54
2006-04-27,3493.3,3500.39,3473.29,3474.14
2006-04-28,3476.95,3481.58,3365.08,3378.47
2006-05-01,3387.24,3414.2,3334.85,3357.04
2006-05-02,3362.89,3415.68,3356.77,3385.4
2006-05-03,3387.57,3403.85,3300.92,3324.93
2006-05-04,3302,3377.33,3299.81,3367.88
2006-05-05,3365.49,3382.01,3287.74,3303.11
2006-05-08,3328.77,3341.02,3234.48,3249.47
2006-05-09,3227.11,3359.89,3210.78,3321.22
2006-05-10,3333.04,3416.23,3306.99,3394.82
2006-05-11,3411.62,3411.85,3340.75,3342.84
2006-05-12,3328.98,3329.52,3323.19,3323.49
2006-05-15,3347.85,3382.56,3344.84,3371.47
2006-05-16,3356.19,3436.91,3349.08,3418.78
2006-05-17,3430.1,3442.64,3291.61,3299.86
2006-05-18,3294.69,3358.27,3294.23,3356
2006-05-19,3378.33,3407.29,3372.13,3392.75
2006-05-22,3398.29,3421.88,3369.82,3371.66
2006-05-23,3349.62,3390.69,3346.03,3369.9
2006-05-24,3369.77,3385.42,3366.34,3366.54
2006-05-25,3391.33,3458.78,3374.28,3450.33
2006-05-26,3457.99,3483.3,3436.56,3441.99
2006-05-29,3443.84,3454,3369.19,3377.18
2006-05-30,3382.85,3383.92,3307.48,3333.09
2006-05-31,3332.2,3409.47,3329.25,3368.82
2006-06-01,3381.06,3384.22,3320.91,3343.03
2006-06-02,3356.16,3366.47,3316.37,3318.76
2006-06-05,3304.01,3318.34,3297.62,3298.27
2006-06-06,3294.94,3313.59,3186.91,3236.15
2006-06-07,3235.7,3251.75,3162.49,3167.15
2006-06-08,3184.39,3208.78,3145.98,3147.9
2006-06-09,3161.26,3199.29,3156.18,3198.41
2006-06-12,3201.19,3238.27,3197.52,3228.3
2006-06-13,3212.66,3230.02,3190.94,3202.38
2006-06-14,3199.52,3208.63,3154.43,3157.5
2006-06-15,3174.39,3179.27,3104.35,3112
2006-06-16,3118.73,3119.01,3080.75,3087.28
2006-06-19,3062.88,3096.32,3061.34,3095.57
2006-06-20,3112.78,3131.1,3092.42,3104.52
2006-06-21,3125.53,3147.43,3089.27,3101.7
2006-06-22,3101.53,3103.61,3065.98,3095.34
2006-06-23,3086.32,3093.74,3031.2,3045.19
2006-06-26,3063.38,3082.44,3022.11,3028.57
2006-06-27,3028.58,3038.93,2993.94,3012.81
2006-06-28,3026.77,3047.5,3018.92,3039.04
2006-06-29,3041.74,3049.46,2944.74,2963
2006-06-30,2986.58,3064.64,2972.18,3044.49
2006-07-03,3031.48,3035.79,2986.29,2997.67
2006-07-04,2982.71,3075.87,2978.91,3064.46
2006-07-05,3061.18,3070.03,2937.72,2949.61
2006-07-06,2957.65,2968.92,2937.07,2961.27
2006-07-07,2947.54,2972.28,2888.93,2893.09
2006-07-10,2900.21,2950.27,2878.28,2931.84
2006-07-11,2916.96,2956.63,2902.57,2943.2
2006-07-12,2951.08,2967.35,2897.05,2898.05
2006-07-13,2876.31,2939.98,2871.48,2918.61
2006-07-14,2926.85,2958.64,2916.95,2939.45
2006-07-17,2936.42,2949.89,2891.75,2899.79
2006-07-18,2905.91,2913.4,2803,2812.63
2006-07-19,2813.48,2821.86,2783.33,2806.11
2006-07-20,2808.45,2861.66,2782.44,2847.97
2006-07-21,2827.55,2879.94,2811.1,2870.48
2006-07-24,2867.75,2878.87,2832.7,2843.05
2006-07-25,2853.98,2860.12,2825.56,2826.55
2006-07-26,2825.77,2860.64,2813.71,2857.48
2006-07-27,2874.47,2877.64,2853.31,2859.67
2006-07-28,2855.08,2968.46,2843.97,2950.96
2006-07-31,2941.76,2964.17,2933.31,2956.14
2006-08-01,2945.37,2998.02,2942.46,2986.8
2006-08-02,2973.69,2978.16,2944.24,2973.82
2006-08-03,2968.22,2973.16,2880.02,2901.6
2006-08-04,2901.22,2923.75,2869.83,2891.1
2006-08-07,2902.06,2908.48,2878.69,2895.7
2006-08-08,2906.99,2929.66,2889.68,2894.95
2006-08-09,2894.69,2896.43,2876.48,2888.23
2006-08-10,2889.56,2893.37,2874.18,2877.58
2006-08-11,2881.21,2927.76,2861.5,2868.41
2006-08-14,2878.13,2890.91,2781.52,2792.36
2006-08-15,2782.19,2790.51,2680.69,2708.4
2006-08-16,2715.75,2723.56,2702.96,2714.88
2006-08-17,2728.47,2758.88,2723.63,2738.99
2006-08-18,2736.36,2844.85,2726.23,2837.03
2006-08-21,2854.5,2867.87,2845.2,2855.55
2006-08-22,2875.49,2904.57,2855.42,2859.8
2006-08-23,2860.74,2877.38,2836.45,2855.59
2006-08-24,2852.24,2918.49,2840.2,2892.76
2006-08-25,2889.4,2919.87,2856.16,2873.56
2006-08-28,2892,2919.91,2875.99,2911.56
2006-08-29,2915.89,2982.4,2903.74,2964.15
2006-08-30,2977.3,3087.25,2963.11,3070.25
2006-08-31,3071.83,3188.51,3068.21,3168
2006-09-01,3149.02,3204.14,3128.57,3200.66
2006-09-04,3196.54,3220.03,3130.18,3134.4
2006-09-05,3128.32,3148.79,3099.03,3119.66
2006-09-06,3133.09,3203.78,3108.31,3197.17
2006-09-07,3194.7,3214,3186.7,3189.2
2006-09-08,3174.62,3202.09,3160.91,3171.54
2006-09-11,3175.7,3181.64,3111.58,3137.04
2006-09-12,3135.22,3185.27,3133,3173.77
2006-09-13,3153.78,3172.79,3145.97,3166.02
2006-09-14,3167.26,3187.18,3106.09,3113.64
2006-09-15,3125.23,3135.16,3063.79,3094.48
2006-09-18,3101.22,3113.14,3079.98,3087.66
2006-09-19,3074.57,3240.18,3067.38,3209.28
2006-09-20,3205.52,3298.05,3188.34,3279.61
2006-09-21,3258.77,3269.33,3243.86,3269.3
2006-09-22,3261.25,3273.73,3216.77,3230.69
2006-09-25,3207.79,3343.72,3200.43,3319.03
2006-09-26,3323.91,3373.04,3298.33,3345.09
2006-09-27,3354.9,3358.79,3310.33,3333.82
2006-09-28,3294.32,3341.65,3233.91,3279.19
2006-09-29,3272.2,3284.16,3191.43,3211.85
2006-10-02,3203.41,3208.69,3191.37,3191.68
2006-10-03,3196.58,3264.26,3188.06,3258.73
2006-10-04,3266.75,3325.09,3264.97,3309.6
2006-10-05,3314.08,3329.22,3209.34,3216.43
2006-10-06,3245.07,3321.21,3240.07,3297.09
2006-10-09,3266.5,3276.1,3244.44,3252.01
2006-10-10,3234.21,3237.71,3195.38,3236.32
2006-10-11,3245.88,3381.63,3226.66,3357.04
2006-10-12,3337.08,3448.59,3328.29,3425.41
2006-10-13,3424.3,3433.45,3332.63,3369.62
2006-10-16,3368.37,3375.71,3333.36,3337.51
2006-10-17,3320.41,3334.79,3253.96,3271.65
2006-10-18,3257.58,3312.04,3223.43,3312.02
2006-10-19,3318.83,3379.56,3299.81,3355.17
2006-10-20,3358.46,3413.05,3357.53,3403.17
2006-10-23,3407.84,3420.3,3362.95,3374.73
2006-10-24,3344.74,3408.59,3333.9,3405.74
2006-10-25,3406.78,3428.45,3321.33,3338.19
2006-10-26,3333.47,3382.38,3306.11,3380.91
2006-10-27,3401.33,3401.91,3305.32,3308.02
2006-10-30,3294.59,3482.45,3280.05,3475.59
2006-10-31,3476.46,3488.83,3424.39,3458.14
2006-11-01,3456.5,3502.81,3456.28,3474.05
2006-11-02,3459.67,3540.31,3442.01,3512.67
2006-11-03,3528.75,3546.06,3491.49,3505.66
2006-11-06,3504.23,3544.97,3494.7,3528.61
2006-11-07,3534.97,3540.56,3501.48,3525.18
2006-11-08,3513.13,3611.42,3506.2,3579.95
2006-11-09,3565.18,3580.32,3478.8,3488.31
2006-11-10,3514.35,3525.27,3359.64,3362.06
2006-11-13,3376.63,3447.49,3364.32,3438.6
2006-11-14,3433.35,3440.05,3404.51,3408.87
2006-11-15,3420.6,3517.62,3413.58,3491.74
2006-11-16,3509.26,3522.87,3489.81,3500.84
2006-11-17,3525.14,3550.99,3438.41,3440.48
2006-11-20,3450.59,3461.13,3414.46,3431.86
2006-11-21,3427.23,3432.03,3335.57,3340.03
2006-11-22,3351.52,3383.51,3346.76,3350.03
2006-11-23,3362.63,3372.93,3244.18,3255.92
2006-11-24,3228.69,3330.11,3222.19,3325.85
2006-11-27,3299.72,3300.89,3267.26,3275.8
2006-11-28,3293.13,3403.67,3277.21,3403.14
2006-11-29,3379.75,3467.11,3367.49,3462.07
2006-11-30,3463.33,3519.25,3450.84,3507.21
2006-12-01,3507.96,3513.03,3471.71,3508.44
2006-12-04,3516.39,3517.13,3388.23,3452.37
2006-12-05,3459.48,3536.14,3448.17,3528.47
2006-12-06,3533.47,3544.73,3469.57,3500.69
2006-12-07,3517.4,3531.22,3479.1,3501.2
2006-12-08,3496.57,3521.92,3451.61,3499.92
2006-12-11,3496.7,3537.09,3470.62,3523.88
2006-12-12,3530.67,3535.56,3493.73,3501.08
2006-12-13,3496.22,3516.04,3490.49,3505.34
2006-12-14,3514.51,3529.82,3464.5,3467.48
2006-12-15,3434.48,3441.85,3424.11,3430.34
2006-12-18,3458.19,3465.58,3364.8,3381.26
2006-12-19,3386.91,3438.55,3382.18,3437.17
2006-12-20,3424.2,3478.62,3396.51,3473.04
2006-12-21,3477.58,3521.74,3438.43,3441.59
2006-12-22,3464.43,3514.16,3460.96,3513.36
2006-12-25,3527.53,3535.29,3515.71,3524.92
2006-12-26,3548.61,3560.38,3455.5,3469.81
2006-12-27,3478.09,3508.09,3408.89,3424.84
2006-12-28,3424.84,3470.22,3424.24,3470.07
